"BBL", "CHANGE_DATE", "WIZARD_NAME", "LOT_ACTION", "AUTH_FOR_CHANGE"
4017860011,2019-05-09,Lot Apportionment,"Altered","Deed for lot 11 recorded on 1/15/15 CRFN 2015000018192 and 12/22/97 Reel 4776 pg 1948 surveyed by Vincent Teutonico 7/20/18 ; DO"
4017860012,2019-05-09,Lot Apportionment,"New","Deed for lot 11 recorded on 1/15/15 CRFN 2015000018192 and 12/22/97 Reel 4776 pg 1948 surveyed by Vincent Teutonico 7/20/18 ; DO"
4017870001,2013-11-26,REUC,"Altered","Request by NYO Team leader to add REUC Ident # A2614-160 to Queens  Block 1787 Lot 1 Company name: VERIZON WIRELESS"
4017870001,2015-12-24,REUC,"Altered","REUC ident No A2614-160 (Verizon) was removed from lot 1 as requested by the REUC unit on 12/11/2015."
4017870001,2018-02-02,REUC,"Altered","REUC ident No A2614-160 (Verizon) was added to lot 1 as requested by the REUC unit on 1/10/2018."
4019670005,2019-05-30,Lot Apportionment,"Altered","Deed recorded CRNF# 2018000168110   5-18-2018 Survey by Christopher Buckley   2-4-2019"
4019670006,2019-05-30,Lot Apportionment,"New","Deed recorded CRNF# 2018000168110   5-18-2018 Survey by Christopher Buckley   2-4-2019"
4020160071,2019-10-09,Lot Apportionment,"Altered","Deed Recorded on 4/4/2018   Deed CRFN:2018000111885   Survey by: Paul Barylski  Survey Date:09/12/2019  PW1:421343754  421343763"
4020160171,2019-10-09,Lot Apportionment,"New","Deed Recorded on 4/4/2018   Deed CRFN:2018000111885   Survey by: Paul Barylski  Survey Date:09/12/2019  PW1:421343754  421343763"
4021590002,2017-11-16,Boundary Line,"Altered","Deed Recorded on 10/16/1968  Deed Reel 284 Pg 419  Survey by: Montrose Surveying Co LLP  Survey Date:10/19/2017"
4021590002,2017-11-16,Lot Apportionment,"Altered","Deed Recorded on 10/16/1968  Deed Reel 284 Pg 419  Survey by: Montrose Surveying Co LLP  Survey Date:10/19/2017   Pw1 # 42066252"
4021590002,2018-08-17,Lot Apportionment,"Altered","Deed recorded CRFN# 2018000015053   1-12-2018 Survey by Saeid Jalilvand   8-2-2018"
4021590002,2019-11-12,Lot Apportionment,"Altered","Deed for lot 2 recorded on 1/12/2018  CRFN #2018000015053  Survey by Saied Jalilvand on 8/2/2018"
4021590002,2019-11-14,Lot Reconfiguration,"Altered","Correction to lot faces of lot 2 surveyed by Saeid Jalilvand 8/2/18"
4021590015,2019-11-12,Lot Apportionment,"New","Deed for lot 2 recorded on 1/12/2018  CRFN #2018000015053  Survey by Saied Jalilvand on 8/2/2018"
4022480228,2020-02-13,REUC,"Altered","REUC ident A2616-43 (T-Mobile) deleted from lot 228 as requested by the REUC Unit  2/12/2020"
4022480228,2020-07-15,Lot Apportionment,"Altered","Deed for lot 228 recorded on: 7/18/2016  CRFN: 2016000244837  Survey by RICHARD TOM on date: 05-26-2020  NB/ALT1/SI:421766878"
4022480230,2020-07-15,Lot Apportionment,"New","Deed for lot 228 recorded on: 7/18/2016  CRFN: 2016000244837  Survey by RICHARD TOM on date: 05-26-2020  NB/ALT1/SI:421766878"
4023250021,2020-01-23,Lot Merger,"Altered","Step one of a two step apportionment."
4023250021,2020-01-23,Lot Apportionment,"Altered","Deed for lots 21 and 22 recorded on 4/30/2018  CRFN 2018000143518  Survey by Ramzan Alli on 10/26/2019"
4023250022,2020-01-23,Lot Merger,"Dropped","Step one of a two step apportionment."
4023250022,2020-01-23,Lot Apportionment,"New","Deed for lots 21 and 22 recorded on 4/30/2018  CRFN 2018000143518  Survey by Ramzan Alli on 10/26/2019"
4025770010,2020-03-04,Lot Apportionment,"Altered","Deed for lot 10  recorded on 3/13/2018  CRFN 2018000087378  Survey by Vincent Teutonico on 1/15/2020"
4025770024,2020-03-04,Lot Apportionment,"New","Deed for lot 10  recorded on 3/13/2018  CRFN 2018000087378  Survey by Vincent Teutonico on 1/15/2020"
4025770025,2019-11-05,Lot Apportionment,"Altered","Deed for lot 25 recorded on 3-17-2017  CRFN 2017000104550  Survey by David A. Shaw on 8-20-2019  SI 421932939"
4025770030,2019-11-05,Lot Apportionment,"New","Deed for lot 25 recorded on 3-17-2017  CRFN 2017000104550  Survey by David A. Shaw on 8-20-2019  SI 421932939"
4025770050,2020-03-04,Lot Apportionment,"New","Deed for lot 10  recorded on 3/13/2018  CRFN 2018000087378  Survey by Vincent Teutonico on 1/15/2020"
4029110006,2019-01-23,Lot Apportionment,"New","Deed Recorded on 8/9/2012  Deed CRFN:2012000314790  Survey by: David Shaw  Survey Date:12/09/2018  PW1:402457710  402457694  402"
4029110007,2019-01-23,Lot Apportionment,"Altered","Deed Recorded on 8/9/2012  Deed CRFN:2012000314790  Survey by: David Shaw  Survey Date:12/09/2018  PW1:402457710  402457694  402"
4029110009,2019-01-23,Lot Apportionment,"New","Deed Recorded on 8/9/2012  Deed CRFN:2012000314790  Survey by: David Shaw  Survey Date:12/09/2018  PW1:402457710  402457694  402"
4033750023,2009-02-10,Lot Apportionment,"New","Block 3375  Aff Lot 15  New Lots 23  87; Deed CRFN 2004000745256 Recorded 12-02-2004  Deed Liber 4485 Page 2378 Recorded 12-18-1"
4033750023,2009-02-10,Boundary Line,"Altered","Add Possession Hook on lot 23."
4033750087,2009-02-10,Lot Apportionment,"New","Block 3375  Aff Lot 15  New Lots 23  87; Deed CRFN 2004000745256 Recorded 12-02-2004  Deed Liber 4485 Page 2378 Recorded 12-18-1"
4033750087,2019-09-23,Lot Apportionment,"Altered","Deed Recorded on 2/21/2017  Deed CRFN:2017000070174   Survey by: Saeid Jalilvand  Survey Date:08/21/2019  PW1:421687446"
4033750090,2019-09-23,Lot Apportionment,"New","Deed Recorded on 2/21/2017  Deed CRFN:2017000070174   Survey by: Saeid Jalilvand  Survey Date:08/21/2019  PW1:421687446"
4037310065,2020-09-09,Digital Alteration Book Wizard,"Altered","Deed Recorded on 9/21/2004  05/31/1989  Deed CRFN: 2004000591531   Deed Reel 2855 / page 2032  Survey by: Thomas Fetterman  Surv"
4037320412,2020-09-09,Digital Alteration Book Wizard,"Altered","Deed Recorded on 9/21/2004  05/31/1989  Deed CRFN: 2004000591531   Deed Reel 2855 / page 2032  Survey by: Thomas Fetterman  Surv"
4039160055,2010-01-25,Lot Apportionment,"New","First part of the apportionment"
4039160055,2010-02-05,Lot Apportionment,"Altered","Another part of the apportionment."
4039160055,2010-02-23,Digital Alteration Book Wizard,"New","Deeds recorded CRFN# 2005000492396  09/01/2005  Survey by Montrose  09/05/2007"
4039160056,2010-01-25,Lot Apportionment,"New","First part of the apportionment"
4039160056,2010-02-05,Lot Apportionment,"New","Another part of the apportionment."
4039160056,2010-02-23,Lot Reconfiguration,"Altered","Adding lot faces to the lots."
4039160056,2010-02-23,Lot Reconfiguration,"Altered","Adding lot faces to the lots"
4039160056,2010-02-23,Digital Alteration Book Wizard,"New","Deeds recorded CRFN# 2005000492396  09/01/2005  Survey by Montrose  09/05/2007"
4039160200,2010-01-25,Lot Apportionment,"New","First part of the apportionment"
4039160200,2010-02-22,Lot Reconfiguration,"Altered","Adding lot faces to the lots."
4039160200,2010-02-22,Lot Reconfiguration,"Altered","Adding lot faces to the lots"
4039160200,2010-02-23,Lot Reconfiguration,"Altered","Adding lot faces to the lots."
4039160200,2010-02-23,Lot Reconfiguration,"Altered","Adding lot faces to lots"
4039160200,2010-02-23,Lot Reconfiguration,"Altered","Adding lot faces to the lots"
4039160200,2010-02-23,Lot Reconfiguration,"Altered","Adding lot faces to the lots."
4039160200,2010-02-23,Digital Alteration Book Wizard,"New","Deeds recorded CRFN# 2005000492396  09/01/2005  Survey by Montrose  09/05/2007"
4040520007,2020-03-13,Lot Apportionment,"Altered","Deed for lot [7 ]recorded on date:04/24/2019  CRFN : 2019000131261  Survey by :Gerald T. O'buckley on date:2/13/2020  NB job no:"
4040520008,2020-03-13,Lot Apportionment,"New","Deed for lot [7 ]recorded on date:04/24/2019  CRFN : 2019000131261  Survey by :Gerald T. O'buckley on date:2/13/2020  NB job no:"
4046690053,2020-10-02,Lot Merger,"Altered","Corrected a conversion error."
4046690053,2020-10-02,Lot Apportionment,"Altered","Corrected conversion error."
4046690054,2020-10-02,Lot Merger,"Dropped","Corrected a conversion error."
4046690054,2020-10-02,Lot Apportionment,"New","Corrected conversion error."
4050030043,2020-02-19,Lot Apportionment,"New","Deed for lot 45 recorded on 2/14/2020  CRFN #2020000059916  Survey by Ramzan Alli on 1/8/2020"
4050030045,2018-03-05,Lot Merger,"Altered","Recorded deeds CRFN# 2017000109587  03/21/2017                                       # 2016000232580  07/08/2016  Survey by Ramz"
4050030045,2020-02-19,Lot Apportionment,"Altered","Deed for lot 45 recorded on 2/14/2020  CRFN #2020000059916  Survey by Ramzan Alli on 1/8/2020"
4052200016,2018-12-18,Lot Apportionment,"Altered","Deed Recorded on 11/29/2012  Deed CRFN # 2012000468028  Survey by: Precision Survey  Survey Date: 05/01/2018"
4052200018,2018-12-18,Lot Apportionment,"New","Deed Recorded on 11/29/2012  Deed CRFN # 2012000468028  Survey by: Precision Survey  Survey Date: 05/01/2018"
4053360030,2017-03-02,Lot Merger,"Altered","Deeds recorded CRFN# 2016000246844  07/20/2016"
4053360030,2020-08-31,Lot Apportionment,"Altered","Deed for lot 30 recorded on: 5/18/2016   CRFN: 2016000246844  Survey by PAUL BARYLSKI on date: 08-10-2020"
4053360033,2020-08-31,Lot Apportionment,"New","Deed for lot 30 recorded on: 5/18/2016   CRFN: 2016000246844  Survey by PAUL BARYLSKI on date: 08-10-2020"
4053960011,2021-01-22,Lot Apportionment,"Altered","Deed for lot 11 recorded 7/22/2019 CRFN#2019000230268             Survey by Ramzan Alli  Date:1/21/2021   NB [JOB#s  421700449  "
4053960012,2021-01-22,Lot Apportionment,"New","Deed for lot 11 recorded 7/22/2019 CRFN#2019000230268             Survey by Ramzan Alli  Date:1/21/2021   NB [JOB#s  421700449  "
4053960014,2021-01-22,Lot Apportionment,"New","Deed for lot 11 recorded 7/22/2019 CRFN#2019000230268             Survey by Ramzan Alli  Date:1/21/2021   NB [JOB#s  421700449  "
4053960016,2021-01-22,Lot Apportionment,"New","Deed for lot 11 recorded 7/22/2019 CRFN#2019000230268             Survey by Ramzan Alli  Date:1/21/2021   NB [JOB#s  421700449  "
4053960018,2021-01-22,Lot Apportionment,"New","Deed for lot 11 recorded 7/22/2019 CRFN#2019000230268             Survey by Ramzan Alli  Date:1/21/2021   NB [JOB#s  421700449  "
4058720002,2017-04-28,Digital Alteration Book Wizard,"Altered","Deed recorded Reel# 4765 Page# 0498   12-31-1997 Survey by Ramzan Alli   4-26-2017"
4058720002,2017-05-05,Digital Alteration Book Wizard,"Altered","correction to the boundary line of the tax lot 2 and 102"
4058720096,2020-04-10,Lot Apportionment,"New","First part of the apportionment."
4058720096,2020-04-10,Digital Alteration Book Wizard,"Altered","Deeds recorded CRFN: 2019000289012  09/10/2019                      		  Survey by Ramzan Alli  03-04-2020"
4058720098,2020-04-10,Lot Apportionment,"New","First part of the apportionment."
4058720098,2020-04-10,Digital Alteration Book Wizard,"Altered","Deeds recorded CRFN: 2019000289012  09/10/2019                      		  Survey by Ramzan Alli  03-04-2020"
4058720100,2020-04-10,Lot Apportionment,"New","First part of the apportionment."
4058720100,2020-04-10,Digital Alteration Book Wizard,"Altered","Deeds recorded CRFN: 2019000289012  09/10/2019                      		  Survey by Ramzan Alli  03-04-2020"
4058720101,2020-04-10,Lot Apportionment,"New","First part of the apportionment."
4058720101,2020-04-10,Digital Alteration Book Wizard,"Altered","Deeds recorded CRFN: 2019000289012  09/10/2019                      		  Survey by Ramzan Alli  03-04-2020"
4058720102,2017-04-28,Digital Alteration Book Wizard,"New","Deed recorded Reel# 4765 Page# 0498   12-31-1997 Survey by Ramzan Alli   4-26-2017"
4058720102,2017-05-05,Digital Alteration Book Wizard,"New","correction to the boundary line of the tax lot 2 and 102"
4058720102,2020-04-10,Lot Apportionment,"Altered","First part of the apportionment."
4058720102,2020-04-10,Digital Alteration Book Wizard,"Altered","Deeds recorded CRFN: 2019000289012  09/10/2019                      		  Survey by Ramzan Alli  03-04-2020"
4061530028,2020-12-21,Lot Apportionment,"Altered","Deed for lot 28 recorded on 1/08/2018  CRFN 2018000007473  Survey by Gerald T. O'Buckley on 7/27/2020  NB 421655523  NB 42166121"
4061530030,2020-12-21,Lot Apportionment,"New","Deed for lot 28 recorded on 1/08/2018  CRFN 2018000007473  Survey by Gerald T. O'Buckley on 7/27/2020  NB 421655523  NB 42166121"
4068110035,2020-07-29,Lot Merger,"Altered","Step 1 to Step 2 Apportionment"
4068110035,2020-07-29,Lot Apportionment,"Altered","Recorded/Filed : 7/1/2020  City Register File No (CRFN): 2020000187376  Survey By: Christopher M. Buckley  on date: 12/10/2019"
4068110039,2017-10-12,Lot Merger,"Altered","Deed recorded Reel 1920 Page 1688   8-14-1985"
4068110039,2020-07-29,Lot Merger,"Dropped","Step 1 to Step 2 Apportionment"
4068110039,2020-07-29,Lot Apportionment,"New","Recorded/Filed : 7/1/2020  City Register File No (CRFN): 2020000187376  Survey By: Christopher M. Buckley  on date: 12/10/2019"
4068580001,2014-05-22,Lot Apportionment,"Altered","Application re-submitted 5/20/2014.DCAS Letter for lot 50 dated: 5/5/2003.Certificate for lot 1: Rec. 8/24/2010. CRFN: 201000028"
4068580001,2019-06-10,Lot Apportionment,"Altered","IPSM001C 071217   Survey by: Saeid Jalilvand  Survey Date:04/24/2019  PW1:420664310"
4068580100,2019-06-10,Lot Apportionment,"New","IPSM001C 071217   Survey by: Saeid Jalilvand  Survey Date:04/24/2019  PW1:420664310"
4074900002,2013-11-26,REUC,"Altered","Request by NYO Team leader to add REUC Ident # A2614-158 to Queens  Block 7490 Lot 2 Company name: VERIZON WIRELESS"
4074900002,2017-11-28,REUC,"Altered","Ident No A2616-433 was added to lot 2 as requested by RUEC unit 11-28-2017"
4080990002,2019-10-09,Boundary Line,"Altered","paper street removal"
4081000025,2019-03-15,Lot Apportionment,"Altered","Deed Recorded on 6/7/1999  Deed Reel 5264 / page 238   Survey by: Frank Galluzzo  Survey Date:10/25/2018  PW1:421384102  4213840"
4081000026,2019-03-15,Lot Apportionment,"New","Deed Recorded on 6/7/1999  Deed Reel 5264 / page 238   Survey by: Frank Galluzzo  Survey Date:10/25/2018  PW1:421384102  4213840"
4089750080,2014-01-07,Admin,"Lot Number Changed","Restored Value reflected lot."
4089750080,2014-01-07,Boundary Line,"Altered","Value reflected lot."
4095040002,2020-08-18,Lot Apportionment,"New","Deed recorded CRFN# 2018000171413   5-22-2018  Survey by Adrian Lasa 11/21/2019"
4095040003,2020-08-18,Lot Apportionment,"New","Deed recorded CRFN# 2018000171413   5-22-2018  Survey by Adrian Lasa 11/21/2019"
4095040004,2020-08-18,Lot Apportionment,"Altered","Deed recorded CRFN# 2018000171413   5-22-2018  Survey by Adrian Lasa 11/21/2019"
4095040006,2020-08-18,Lot Apportionment,"New","Deed recorded CRFN# 2018000171413   5-22-2018  Survey by Adrian Lasa 11/21/2019"
4108660024,2020-10-22,Lot Apportionment,"Altered","Deed for lot [ #24 ]recorded on [10/30/2013]  CRFN [ #2013000448714 ]  Survey by [Tarran P.L. Benny] on [9/4/2020]  NB [job lot "
4108660124,2020-10-22,Lot Apportionment,"New","Deed for lot [ #24 ]recorded on [10/30/2013]  CRFN [ #2013000448714 ]  Survey by [Tarran P.L. Benny] on [9/4/2020]  NB [job lot "
4110920049,2021-03-24,Lot Apportionment,"Altered","Recorded/Filed : 2/10/2021  City Register File No (CRFN): 2021000050485  Survey By:  Vincent Teutonico    on date: 10/5/2020  NB"
4110920050,2021-03-24,Lot Apportionment,"New","Recorded/Filed : 2/10/2021  City Register File No (CRFN): 2021000050485  Survey By:  Vincent Teutonico    on date: 10/5/2020  NB"
4112130037,2019-06-26,Lot Merger,"Altered","Step one of apportionment"
4112130037,2019-06-26,Lot Apportionment,"Altered","Deed CRFN# 2015000150997   5-5-2015 Survey by Ramzan Alli   11-13-2018"
4112130038,2019-06-26,Lot Apportionment,"New","Deed CRFN# 2015000150997   5-5-2015 Survey by Ramzan Alli   11-13-2018"
4112130039,2019-06-26,Lot Apportionment,"New","Deed CRFN# 2015000150997   5-5-2015 Survey by Ramzan Alli   11-13-2018"
4112130041,2019-06-26,Lot Merger,"Dropped","Step one of apportionment"
4112130041,2019-06-26,Lot Apportionment,"New","Deed CRFN# 2015000150997   5-5-2015 Survey by Ramzan Alli   11-13-2018"
4115550006,2020-04-13,Lot Apportionment,"New","Deed for lot [ 7 16 30 ]recorded on [9/19/2015]CRFN [ #2015000333467]  Survey by [Adrian S. Lalsa] on [3/16/2020]  NB/ALT1/SI [N"
4115550007,2020-04-13,Lot Merger,"Altered","Part 1 of 2 part apportionment"
4115550007,2020-04-13,Lot Apportionment,"Altered","Deed for lot [ 7 16 30 ]recorded on [9/19/2015]CRFN [ #2015000333467]  Survey by [Adrian S. Lalsa] on [3/16/2020]  NB/ALT1/SI [N"
4115550008,2020-04-13,Lot Apportionment,"New","Deed for lot [ 7 16 30 ]recorded on [9/19/2015]CRFN [ #2015000333467]  Survey by [Adrian S. Lalsa] on [3/16/2020]  NB/ALT1/SI [N"
4115550010,2020-04-13,Lot Apportionment,"New","Deed for lot [ 7 16 30 ]recorded on [9/19/2015]CRFN [ #2015000333467]  Survey by [Adrian S. Lalsa] on [3/16/2020]  NB/ALT1/SI [N"
4115550011,2020-04-13,Lot Apportionment,"New","Deed for lot [ 7 16 30 ]recorded on [9/19/2015]CRFN [ #2015000333467]  Survey by [Adrian S. Lalsa] on [3/16/2020]  NB/ALT1/SI [N"
4115550016,2014-08-11,Digital Alteration Book Wizard,"Altered","Damaged And Acquisition Map No 5859 dated 4/4/2013 and recorded 5/5/2014."
4115550016,2020-04-13,Lot Merger,"Dropped","Part 1 of 2 part apportionment"
4115550016,2020-04-13,Lot Apportionment,"New","Deed for lot [ 7 16 30 ]recorded on [9/19/2015]CRFN [ #2015000333467]  Survey by [Adrian S. Lalsa] on [3/16/2020]  NB/ALT1/SI [N"
4115550030,2020-04-13,Lot Merger,"Dropped","Part 1 of 2 part apportionment"
4115550030,2020-04-13,Lot Apportionment,"New","Deed for lot [ 7 16 30 ]recorded on [9/19/2015]CRFN [ #2015000333467]  Survey by [Adrian S. Lalsa] on [3/16/2020]  NB/ALT1/SI [N"
4122100031,2019-03-15,Lot Apportionment,"New","Deed recorded CRFN 2007000029010   1-16-2007 Survey by Paul Barylski   12-14-2018"
4122100032,2019-03-15,Lot Apportionment,"Altered","Deed recorded CRFN 2007000029010   1-16-2007 Survey by Paul Barylski   12-14-2018"
4122480014,2008-06-03,Lot Apportionment,"Altered","Block 12248  Aff Lot 14  New Lot 13; Deed Reel No. 5938 page 1449 Recorded 07/10/01  Deed CRFN No. 2003000125163 Recorded 05/12/"
4122480018,2020-04-09,Lot Apportionment,"New","Recorded/Filed : 10/31/2017  City Register File No (CRFN): 2017000402753  Survey By: Paul Barylski on date:3/16/2020  NB/ALT/SI "
4122480019,2020-04-09,Lot Apportionment,"Altered","Recorded/Filed : 10/31/2017  City Register File No (CRFN): 2017000402753  Survey By: Paul Barylski on date:3/16/2020  NB/ALT/SI "
4122480019,2020-04-09,Lot Reconfiguration,"Altered","technical problem occurred during apportionment and now corrected"
4123560002,2020-11-06,Lot Apportionment,"Altered","Deed for lot 2 recorded on 10/4/2019  CRFN 2019000322814  Survey by Ramzan Alli on 7/22/2020"
4123560003,2020-11-06,Lot Apportionment,"New","Deed for lot 2 recorded on 10/4/2019  CRFN 2019000322814  Survey by Ramzan Alli on 7/22/2020"
4125170062,2019-06-07,Lot Apportionment,"New","Deed Recorded on 7/27/2016  Deed CRFN:2016000256392   Survey by: John McLean  Survey Date:11/07/2018  PW1:421586126  421586251"
4125170063,2019-06-07,Lot Apportionment,"Altered","Deed Recorded on 7/27/2016  Deed CRFN:2016000256392   Survey by: John McLean  Survey Date:11/07/2018  PW1:421586126  421586251"
4125890041,2021-03-26,Lot Apportionment,"Altered","Deed for lot 41 recorded on date:08/04/2020  CRFN :2020000218996  Survey by Vincent Teutonico on date:3/08/2021  NB/ALT1 Job no:"
4125890043,2021-03-26,Lot Apportionment,"New","Deed for lot 41 recorded on date:08/04/2020  CRFN :2020000218996  Survey by Vincent Teutonico on date:3/08/2021  NB/ALT1 Job no:"
4126580016,2018-12-12,Lot Apportionment,"Altered","Recorded deeds CRFN# 2017000073763  02/23/2017  Survey by A & B Surveying  12/21/2017"
4126580018,2018-12-12,Lot Apportionment,"New","Recorded deeds CRFN# 2017000073763  02/23/2017  Survey by A & B Surveying  12/21/2017"
4133460081,2019-11-25,Lot Apportionment,"Altered","Deed for Lot 81 Recorded  3/09/2019 CRFN 2018000081894  Surveyed by  Paul Barylski on 01/25/2018"
4133460083,2019-11-25,Lot Apportionment,"New","Deed for Lot 81 Recorded  3/09/2019 CRFN 2018000081894  Surveyed by  Paul Barylski on 01/25/2018"
4142600001,2009-05-14,Lot Apportionment,"Altered","Block 14260  Aff Lot 1  New Lot 60; Deed CRFN 2006000398102 Recorded 7-13-2006; Survey by Saeid Jalilvand on 3-14-2009."
4142600001,2009-05-14,Digital Alteration Book Wizard,"Altered","Block 14260  Aff Lot 1  New lot 60; Deed CRFN 2006000398102 Recorded 7-13-2006; Survey by Saeid Jalilvand on 3-14-2006."
4142600001,2009-05-15,Lot Apportionment,"Altered","Block 14260  Aff Lot 1  New Lot 70; Deed CRFN 2006000391361 Recorded 7-11-2006; Survey by Saeid Jalilvand on 3-24-2009."
4142600001,2009-05-15,Lot Reconfiguration,"Altered","Change lot face dimensions."
4142600001,2009-05-15,Lot Reconfiguration,"Altered","Update lot face dimension."
4142600001,2011-07-05,Boundary Line,"Altered","THE ESTABLISHMENT OF AIRPORT CENTER BOULEVARD"
4142600001,2013-04-16,REUC,"Altered","Request by NYO Team leader to add REUC Ident # A2616-467 to Queens Block 14260 Lot 1. Company name: T-Mobile."
4142600001,2013-08-13,Digital Alteration Book Wizard,"Altered","Deed Recorded on 10/21/2011  Deed CRFN # 2011000372758  Survey by: Gallas Surveying Group  Survey Date: 10/1/2012"
4142600001,2017-04-19,REUC,"Altered","REUC ident A123-N4 (BROOKLYN UNION GAS) deleted from lot 1 as requested by the REUC Unit 04/19/2017"
4142600001,2018-01-23,REUC,"Altered","REUC ident No A2613-222 (AT&T) was added on lot 1 as requested by the REUC unit on 1/5/2018."
4142600001,2018-04-16,Digital Alteration Book Wizard,"Altered","Conversion correction. Request from the Department of Design and Construction to adjust the boundaries of 153 Place and 146 Aven"
4142600001,2019-12-17,Digital Alteration Book Wizard,"Altered","The Elimination  Narrowing and Realignment of Nassau Expressway  Map No. 5028  Dated 11/22/2019"
4142600001,2020-01-09,Lot Reconfiguration,"Altered","Correction to lots 1 and 90; Conversion error"
4142600001,2020-01-30,REUC,"Altered","REUC ident A2613-222 (AT&T) deleted from lot 1 as requested by the REUC Unit  1/28/2020"
4142600001,2020-02-21,Digital Alteration Book Wizard,"Altered","Deed Recorded on 10/21/2011  Deed CRFN: 2011000372758   Survey by: Ramzan Alli  Survey Date: 02/10/2020  PW1:421905111"
4142600001,2020-03-11,Digital Alteration Book Wizard,"Altered","correction to apportionment completed 2/24/2020"
4142600001,2020-03-13,Digital Alteration Book Wizard,"Altered","correction to apportionment completed 2/24/2020"
4142600001,2021-02-09,REUC,"Altered","REUC idents ?A2616-550 & A2616-552 (T-MOBILE) added to lot 1 as requested by the REUC Unit  2/3/2021"
4142600060,2009-05-14,Lot Apportionment,"New","Block 14260  Aff Lot 1  New Lot 60; Deed CRFN 2006000398102 Recorded 7-13-2006; Survey by Saeid Jalilvand on 3-14-2009."
4142600060,2009-05-14,Digital Alteration Book Wizard,"New","Block 14260  Aff Lot 1  New lot 60; Deed CRFN 2006000398102 Recorded 7-13-2006; Survey by Saeid Jalilvand on 3-14-2006."
4142600060,2009-05-15,Lot Reconfiguration,"Altered","Split lot face on lot 60."
4142600060,2009-05-15,Lot Reconfiguration,"Altered","Change lot face dimensions."
4142600080,2020-02-21,Digital Alteration Book Wizard,"New","Deed Recorded on 10/21/2011  Deed CRFN: 2011000372758   Survey by: Ramzan Alli  Survey Date: 02/10/2020  PW1:421905111"
4142600080,2020-03-13,Digital Alteration Book Wizard,"Altered","correction to apportionment completed 2/24/2020"
4142600085,2020-02-21,Digital Alteration Book Wizard,"New","Deed Recorded on 10/21/2011  Deed CRFN: 2011000372758   Survey by: Ramzan Alli  Survey Date: 02/10/2020  PW1:421905111"
4142600085,2020-03-11,Digital Alteration Book Wizard,"Altered","correction to apportionment completed 2/24/2020"
4142600085,2020-03-13,Digital Alteration Book Wizard,"Altered","correction to apportionment completed 2/24/2020"
4142600090,2019-12-17,Digital Alteration Book Wizard,"Altered","The Elimination  Narrowing and Realignment of Nassau Expressway  Map No. 5028  Dated 11/22/2019"
4142600090,2020-01-09,Lot Reconfiguration,"Altered","Correction to lots 1 and 90; Conversion error"
4142600090,2020-03-13,Digital Alteration Book Wizard,"Altered","correction to apportionment completed 2/24/2020"
4150030053,2019-09-26,Boundary Line,"Altered","paper street removal"
4150030053,2019-10-22,Boundary Line,"Altered","paper street correction"
4150030053,2019-10-22,Boundary Line,"Altered","paper street correction"
4150040017,2019-09-26,Boundary Line,"Altered","paper street removal"
4150040017,2019-10-22,Boundary Line,"Altered","paper street correction"
4150050025,2019-09-26,Boundary Line,"Altered","paper street removal"
4150050025,2019-10-22,Boundary Line,"Altered","paper street correction"
4153040001,2019-10-09,Boundary Line,"Altered","paper street removal"
4153040002,2019-10-09,Boundary Line,"Altered","paper street removal"
4153040003,2019-10-09,Boundary Line,"Altered","paper street removal"
4161730017,2009-02-05,Digital Alteration Book Wizard,"Altered","Removed condo flags from these lots which was incorrectly placed there."
4161730017,2013-12-30,Digital Alteration Book Wizard,"Altered","The condo flag was restored to these lots."
4161730025,2009-02-05,Digital Alteration Book Wizard,"Altered","Removed condo flags from these lots which was incorrectly placed there."
4161730025,2013-12-30,Digital Alteration Book Wizard,"Altered","The condo flag was restored to these lots."
4163500300,2013-01-25,REUC,"Altered","Request by NYO Team leader to add REUC Ident # 2830-176 to Queens Block 16350 Lot 300. Company name: MetroPC"
4163500300,2013-04-15,REUC,"Altered","Request by NYO Team leader to add REUC Ident # A2616-423 to Queens Block 16350 Lot 300. Company name: T-Mobile."
4163500300,2018-12-18,REUC,"Altered","REUC ident A2613-142 (AT&T) added to lot 300 as requested by the REUC Unit  12/04/2018"
4163500300,2020-11-20,REUC,"Altered","REUC ident A2616-423 (T-MOBILE) deleted from lot 300 as requested by the REUC Unit  10/7/2020"
4163500400,2008-10-03,REUC,"Altered","Letter send to Surveyor's office from Jeffrey Ray  Team Leader  REUC   on July 22  2008.   Ident # A2616- 408.   Company Name: O"
4163500400,2018-12-01,REUC,"Altered","REUC ident No A2613-142 (AT&T) was removed from lot 400 as requested by the REUC unit on 11/23/2018."
5001610099,2019-12-14,Lot Apportionment,"Altered","Deed for lot 99 recorded on 02/26/2019  Land DOC # 730965  Survey by William M. Trang on 09/05/2019"
5001610100,2019-12-14,Lot Apportionment,"New","Deed for lot 99 recorded on 02/26/2019  Land DOC # 730965  Survey by William M. Trang on 09/05/2019"
5001980006,2019-01-19,Lot Apportionment,"New","Deed Recorded on 05/22/2018  Deed CRFN # Land Doc # 700041  Survey by: Rogers Surveying  PLLC  Survey Date: 12/26/2018"
5001980007,2019-01-19,Lot Apportionment,"Altered","Deed Recorded on 05/22/2018  Deed CRFN # Land Doc # 700041  Survey by: Rogers Surveying  PLLC  Survey Date: 12/26/2018"
